what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1338935904267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338935909736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338935921771
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1338935921896
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1338935924883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338935927813
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1338935971032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338935971784
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338935972040
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338935972083
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338935974668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338935978229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338935983427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338935997527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1338935999298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1338936001281
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338936003175
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1338936005316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338936011162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1338936024040
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1338936024136
